id,page,filename,text_chunk
index_300t_chunks:Deloitte 2023 Commercial Real Estate Outlook.pdf-!26,19,Deloitte 2023 Commercial Real Estate Outlook.pdf," Attracting diverse candidates to the industry and addressing larger societal problems, such as residential housing affordability, have become stakeholder expectations in many 17 RECOMMENDATIONS Based on how quickly ESG initiatives and disclosures are being developed and deployed, CRE leaders are encouraged to:  Take initiatives and proposals seriously when planning strategy, allocation of resources, and investment decisions. Consider how to create value out of ESG regulations. Start performing relevancy assessments, collect ESG data, and consider setting targetsin that order. Before allocating resources to gather data, prioritize information that will likely be most relevant to your firm. You need to know what the data tells you before setting lofty goals that may or may not be attainable.  Evaluate the quality of your data. Baseline data quality is important. But you should also look at occupancy rates, usage times, and space definitions to ensure reliable and valid like-for-like comparisons and appropriate benchmarking.  Aim to avoid stranded assets. Resources or equipment that are no longer valuable due to broader shifts impacting the industry.55 Include multiple time horizons and scenarios in risk assessment, not just short-term returns.  Explore sectoral data when setting targets. These include regional considerations, climate conditions, and developments in local energy systems.  Act on existing assets. New construction alone, even if net-zero-aligned, will likely not be able to offset the emissions from existing buildings."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!80,33,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf,"6 90 87 84 81 78 75 72 69 66 63 60 57 TOP LOCATIONS: SHARP DECLINE IN OFFICE SPACE PER EMPLOYEE, BUT NO LONGER FALLING IN M 41 40 39 38 37 36 35 34 33 32 31 30 2007 2002 office space per office worker 2012 2017 2022 Source: bulwiengesa, Scope 1992 2002 1997 office workers (LS) 2007 2012 2017 2022 1992 1997 office space (RS) Source: bulwiengesa, Scope Office market summary The solid trend in the office market in the first half of this year would probably carry on if only headwind had not picked up so sharply for companies. Record prices for energy, production losses in industry and consequently the likelihood of recession, are an likely scenario in the next few quarters. In this difficult situation, which could continue for some time, companies are likely to think twice about whether they can afford to take on the long-term commitment of expensive office space. Demand for offices is therefore likely to be much more muted towards the end of 2022beginning of 2023 than it was in the first half of 2022. Consequently, rents, which have so far been pointing upwards, are likely to flatten."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!178,71,Emerging-Trends_USCanada-2023.pdf," While summer vacationing was a driver of strong hotel performance domestically for the second summer in a row, the return of inbound international travel will be a key driver in pro- pelling the lodging sectors recovery through the fall months, the holiday season, and into 2023 for top gateway cities. After recovery in smaller markets outpaced the top 25 markets in 2020 and 2021, the acceleration in performance has shifted back to the top 25. Performance in the top 25 markets is trend- ing upward, although recovery is uneven across these markets. According to CoStar, New York, Boston, and Los Angeles have experienced the most robust year-over-year recovery so far in 2022, while markets such as San Francisco substantially lag pre-pandemic performance levels. New York has benefited from increased demand in all areas, particularly the early stages of international and business travel in the first half of 2022, followed by international and domestic leisure over the summer months. Improvement in Los Angeles was propelled by a higher concentration of luxury rooms, which were able to maintain, or even exceed, pre-pandemic rates with less price-sensitive guests. Bostons demand resurgence took off in the second quarter of 2022, primarily driven by increased levels of leisure and group travel. CoStar reports that Bostons market RevPAR through the first half of 2022 reached 88 per- cent of 2019 levels."
index_300t_chunks:isa-outlook-2023.pdf-!61,17,isa-outlook-2023.pdf,6 Asia-Pacific travel and tourism highly dependent on Chinese visitors Projected availability by industrial market and submarket International visitor arrival and the proportion of international visitors from China Greater Seoul Greater Beijing Greater Bay Area Greater Shanghai Greater Tokyo A S I A PAC I F I C 180 160 140 120 100 80 60 40 20 0 k c o t s l l a t o t f o a s a y p p u s d e t c e o r P j 63 56 49 42 35 28 21 14 7 0 e t a R y c n a c a V t s e t a L l u o e S r e t a e r G l a r t n e C l u o e S t s e W u o e S l g n i j i e B r e t a e r G g n i j i e B g n a f g n a L
index_300t_chunks:Deloitte 2023 Commercial Real Estate Outlook.pdf-!53,35,Deloitte 2023 Commercial Real Estate Outlook.pdf," About this publication Thispublicationcontainsgeneralinformationonly,andnoneofDeloitteToucheTohmatsuLimited,itsmemberfirms,orits andtheiraffiliatesare,bymeansofthispublication,renderingaccounting,business,financial,investment,legal,tax,orother professional advice or services. This publication is not a substitute for such professional advice or services, nor should it be usedasabasisforanydecisionoractionthatmayaffectyourfinancesoryourbusiness.Beforemakinganydecisionortaking anyactionthatmayaffectyourfinancesoryourbusiness,youshouldconsultaqualifiedprofessionaladviser. NoneofDeloitteToucheTohmatsuLimited,itsmemberfirms,oritsandtheirrespectiveaffiliatesshallberesponsibleforany loss whatsoever sustained by any person who relies on this publication."
index_300t_chunks:isa-outlook-2023.pdf-!50,14,isa-outlook-2023.pdf," ISA Outlook 2023 26 ISA Outlook 2023 27 G LO BA L A S I A PAC I F I C E U R O P E N O R T H A M E R I CA Asia Pacific Relative strength and absolute diversity  Asia Pacific contains tremendous diversity in the extent to which global economic trends are being felt locally. Its two largest economies, Japan and China, are seeing stable or loosening monetary policies as the rest of the world tightens. Meanwhile, monetary conditions in the smaller economies in the region closely resemble the dynamics in Western nations.  Key uncertainties include whether the Bank of Japan can continue to keep long-yields low and the prospects for China ending its COVID-Zero regime.  Real estate capital market activity in the region has remained relatively resilient, owing to the dominance of intra-regional and domestic capital flows.  Post-pandemic changes in ways of working and living are modest compared to other parts of the world, which suggests that the persistent sector divides observed elsewhere are likely to be less severe in Asia Pacific. A S I A PAC I F I C The outlook for major Asia Pacific economies is relatively benign in the global context. The developed economies of the region are experiencing inflation rates running below those of the West, although these economies are not immune to tightening financial conditions and slowing global economic growth. The odds of a recession in the next twelve months are increasing, but are still below those of other regions, especially Europe."
index_300t_chunks:Deloitte 2023 Commercial Real Estate Outlook.pdf-!46,31,Deloitte 2023 Commercial Real Estate Outlook.pdf," Marco Macagnano and Saurabh Mahajan, Digital real estate in 2022: How to succeed in a world of disruption, 49. Jennifer Steinmann, 2022 Deloitte CxO sustainability report, Deloitte, 2022. 50. Tania Lynn Taylor and Sean Collins, Ingraining sustainability in the next era of ESG investing, Deloitte Insights, April 51. Emily Abraham et al. Comprehensive analysis of the SECs proposed rule on climate disclosure requirements, 53. Gina Miani et al. The disclosure heat is on: The move toward international standardization of sustainability and climate reporting, Deloitte, May 26, 2022. 29 54. Siobhan Godley, Michael Cracknell, and Nigel Shilton, London Office Crane Survey, Deloitte, Summer 2022. 55. Joel Makower, The growing concern over stranded assets, GreenBiz, September 10, 2019. 56. Jeff VanderWolk, Global minimum taxation for large multinationals, Bloomberg Tax, January 3, 2022. 57. Mary McDougall, UK Treasury plans to levy more corporation tax from sovereign funds, Financial Times, July 6, 2022. 58. European Commission, Platform for Tax Good Governance, June 2021. 59."
index_300t_chunks:Deloitte 2023 Commercial Real Estate Outlook.pdf-!8,8,Deloitte 2023 Commercial Real Estate Outlook.pdf," disruptions Regional political instability Rising interest rates Changes in tax policies Increased cost of labor AsiaPacic 33 Supply chain disruptions 31 31 Cyber risk Sustained high ination 30 Climate-related regulatory action Workforce management Climate change Accelerating technology capabilities Increased cost of construction materials Increased cost of labor Public health mandates Changes in tax policies Regional political instability Rising interest rates Currency volatility 29 28 28 28 27 27 27 27 25 25 40 39 38 35 34 33 33 33 33 32 31 31 29 23 Note: Respondents could make multiple selections. Source: The Deloitte Center for Financial Services 2023 Real Estate Outlook Survey. Deloitte Insights deloitte. cominsights 6 Unfortunately, respondents also felt that the industry is not fully prepared to respond to some uncertainties ahead , averaging a response of 3.2 out of 5 for their current state of preparedness for the concerns they identified. On a 5-point scale, 5 being the most prepared, respondents from Australia (3.6) and the United Kingdom (3.4) feel the most prepared, while those from France (2.6) and China Mainland (2.9) feel the least prepared."
index_300t_chunks:Deloitte 2023 Commercial Real Estate Outlook.pdf-!23,17,Deloitte 2023 Commercial Real Estate Outlook.pdf,"53 At the same time, the International Sustainability Standards Board (ISSB) is moving forward on its mission to deliver a comprehensive global baseline of sustainability-related disclosure standards. It released two EDs of proposed standards on general sustainability and climate reporting. The proposed guidance in the ISSBs EDs is expected to be mandated under jurisdictional disclosure requirements such as those of the United Kingdom, which recently indicated it would require companies under its jurisdiction to comply with ISSB standards. The challenge to meet expectations Our survey shows managing ESG expectations is fairly new for this industry. Only 12 of respondents have been planning for major regulatory action and say theyre prepared to immediately implement changes to meet requirements . Further, only 7 of respondents currently use ESG data and analytics in their investment strategy decisions, though most who have identified the risks of noncompliance and opportunities for full adoption plan to do so within three years . FIGURE 5A ESG compliance readiness: Most CRE organizations are in early stages How prepared is your company to comply with regulatory action in your native jurisdiction? We are not aware of any recently passed or pending regulatory action that would impact our business strategy 1.1 We do not believe that recent or pending regulatory action will have a noticeable impact on our operations and have no changes planned 17.1 We are aware of recent and pending regulatory action, but do not currently have the data or capabilities required to comply 24."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!24,11,Emerging-Trends_USCanada-2023.pdf," The greatest real estate impacts will be on business hotels, fine dining, and conference facilities. But office demand also could suffer as firms have less need to lease space to accommodate client visits. Those gains could moderate or even reverse if the online shopping share endures, however, as consumers shift some spending back from goods to nonretail services they avoided during the pandemic, like travel and entertainment. As one real estate investment trust (REIT) analyst notes, Theres still very healthy growth in e-commerce, but its no longer the lofty expec- tations we used to have at the height of the pandemic. With growth in online spending slowing, physical retailers will have an opportunity to regain some lost market share, espe- cially those that can bridge the gap between e-commerce and bricks and sticks. They survived very well in the pandemic and will probably continue to do well, says one investment con- sultant. Other winners will be the resourceful retailers that can provide consumers with compelling shopping experiences. But the permanent shift to greater online spending ultimately means that fewer shopping centers and retail space can survive. Business Travel versus Video Meetings The old Buggles song has it that Video Killed the Radio Star. And indeed, radio began to fade as television ascended in popularity. Now, in a different era, video meetings just might killor at least greatly reduceovernight business travel. According to the U. S."
index_300t_chunks:isa-outlook-2023.pdf-!70,20,isa-outlook-2023.pdf," These came on the heels of a decade in which sovereign debt crises and austerity had already seen productivity growth stagnate without meaningfully improving sovereign balance sheets in peripheral Europe. Reopening as the pandemic entered the endemic phase saw supply chain stresses and uneven demand patterns drive shortfalls in the availability of goods and labor. The energy supply crunch resulting from European support for Ukraine added a huge exogenous cost shock to the existing global and regional price pressure, driving European inflation readings to the highest level in the world by the end of 2022, on top of the future costs of new commitments to defense spending. The war in Ukraine will eventually end, but barring an unexpected change in Russian leadership, the deflationary impact of its cheap natural gas to heat homes and power industry will not return. Political divisions within the European Union, long oriented around tensions between budget surplus economies like Germany and the fiscally fragile periphery, have begun to realign across energy fractures. States reliant on Russian gas, including Germany and Italy, are increasingly at odds with countries that have diversified sources of supply or significant domestic production capacity, such as Spain, France, Portugal, the Nordics and the Netherlands . The future of European fiscal integration will depend on the extent to which the bloc decides to pull together on inevitable large energy subsidies versus going it alone. The solo path may better reflect national market realities, but at the potential cost of being seen to beggar ones neighbors."
index_300t_chunks:2023_Housing_market_outlook__Price_dip_and_interes.pdf-!24,4,2023_Housing_market_outlook__Price_dip_and_interes.pdf,42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 Dec 2021 Download of numbeo.
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!244,91,Emerging-Trends_USCanada-2023.pdf,5 58.1 29.2 30.9 66.6 28.9 36.2 63.0 59.0 59.5 76.4 64.0 68.7 56.6 49.0 23.5 65.9 57.2 50.4 52.7 57.4 66.2 16.1 49.9 55.5 16.8 44.4 31.9 69.3 53.4 23.5 31.9 17.6 55.0 41.9 33.2 50.4 1.13 1.04 1.50 0.99 0.92 1.76 1.09 0.92 1.21 1.06 1.16 1.07 0.85 0.98 0.88 1.04 1.01 1.08 1.40 1.04 0.82 0.94 0.97 0.77 0.90 1.53 0.91 1.03 1.40 1.07 1.11 1.01 1.11 1.30 1.11 0.81 0.92 1.09 0.
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!159,65,Emerging-Trends_USCanada-2023.pdf," C., Research Triangle Park, North Carolina, Seattle. And Philadelphia, which represent 80 percent of the total U. S. life-sciences market. 12 9 6 3 0 t e a r y c n a c a V 61 Lab real estate fundamentals remain relatively tight because of steady company formation and expansion over the last two years, easily keeping pace with robust development activity. The top life-sciences clusters in aggregate recorded lab vacancy of 5.6 percent at midyear 2022, reflective of tight market conditions. Market equilibrium is generally when vacancy is between 8 and 10 percent. Some of the sublease space coming online is helping create opportunity for tenants trying to manage growth in a scarce real estate environment. New development, scarcity of product, and active ten- ant demand trends drove rents to all-time highs across the commercial lab market. Asking rents increased 45.4 percent on an absolute basis from the first quarter of 2020 through midyear 2022, reaching an average of $79.08 per square foot on a triple-net (NNN) basis. The core life-sciences clusters saw rents soar well above the market average: Bostons East Cambridge saw NNN asking rates reach $125 per square foot at midyear 2022, an increase of 23 percent since 2019. San Diegos UTC corridor recorded the highest rate of accelera- tion, with rents increasing 69."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!238,90,Emerging-Trends_USCanada-2023.pdf,"8 153,478 1,254 851 2,024 1,122 562 867 2,431 1,217 1,851 1,183 672 508 1,679 1,378 2,989 2,317 1,163 297 1,233 747 1,316 685 1,076 789 1,115 1,541 1,147 1,150 1,785 344 1,390 332 193 1,476 394 790 783 598 1,543 670 1,136 0.4 0.7 0.2 0.7 1.0 0.3 0.9 0.2 0.7 0.1 0.9 0.5 0.6 0.5 1.6 0.3 1.2 0.2 0.1 0.6 0.0 1.1 0.7 1.0 1.2 1.1 0.6 0.0 0.2 0.8 0.8 0.2 0.8 0.5 0.8 0.7 0.5 0.7 0.5 1.1 0."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!49,22,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," Visitors play a more important role in Berlin than in other top locations because spending power in the capital city is fairly low. Apart from its size, the Berlin retail sector is characterised by several geographically separate prime locations. These include Tauentzienstrae which has the highest prime rents, Kudamm, Alexanderplatz with its high footfall, Friedrichstrae, and the on-trend Hackescher Markt. Added to this are around 70 shopping centres, the most prominent of which is the large Mall of Berlin. Prime rents stagnated at EUR 310 per m2 from 2016 to 2019 before falling by 13 per cent to EUR 270 per m2 by 2021. Since then they have stagnated at this level. The retail outlook in the attractive Ger- man capital is generally solid. However, there will be a lean period initially, since Ber- liners are likely to suffer more from high energy prices because their spending power is weak. The large supply of sales space in Berlins many shopping centres poses a challenge. BERLIN: SPACE RENTAL IN CITY CENTRE LOCATIONS IN M 45,000 40,000 35,000 30,000 25,000 20,000 15,000 10,000 5,000 0 Source: bulwiengesa BERLIN: MONTHLY TOURISM STATISTICS NO."
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!235,90,Emerging-Trends_USCanada-2023.pdf,"514 12 $47,521 15 16 $71,254 18 $212,848 15 $193,308 15 $118,988 19 $42,090 $57,157 18 $45,311 15 $44,014 15 $48,430 21 $38,037 22 17 $47,436 13 $197,425 17 13 26 18 $73,562 $65,105 $54,780 $71,440 2.0 1.6 1.7 2.2 2.7 1.4 1.8 1.8 1.7 1.6 2.2 2.4 2.3 2.3 2.7 1.9 2.8 1.9 1.7 2.1 1.4 2.8 1.5 2.5 3.1 2.5 2.3 1.6 2.3 2.7 1.7 1.5 1.6 1.9 2.3 1.9 1.7 2.2 2.5 2.7 2.1 1."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!59,26,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf,"5 million people and high spending power. Tourists and cruise passengers are generally an important customer group which, although absent from the retail sector recently, have returned to the city on the Elbe in greater numbers again this year. The broad retail offer ranging from classic consumer locations such as Spitalerstrae and Mnckebergstrae to luxury locations such as the Neuer Wall shopping street is attractive to customers. The only large city centre shopping centre between them is the Europa Passage mall. The pandemic has clearly had a negative impact on city centre retail in Hamburg, resulting in a large number of vacant proper- ties. By the end of 2021 prime rents were down by 12 per cent on 2019 to EUR 250 per m2, and have since been stagnating. To reduce the number of visible vacant properties, the Hamburg Senate has established a funding programme to enable creative businesses and start-ups to temporarily rent unused retail space. By the end of 2022 Karstadt Sport will accordingly become an Artstadt. In summer and autumn 2022, the former Kaufhof store is also being used for an exhibition by the street artist Banksy. However, the long-term use of the two department stores remains unde- cided. A new building with bars and restaurants, a hotel and offices and trade on the ground floor and first floor is also being constructed in Mnckebergstrae to replace the CA store."
index_300t_chunks:2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf-!92,38,2022-09-21_Immobilienmarkt_Deutschland_2022_2023_EN.pdf," VACANCY RATE () 20 18 16 14 12 10 8 6 4 2 0 2002 OFFICE SPACE COMPLETIONS IN FRANKFURT IN M 600,000 500,000 400,000 300,000 200,000 100,000 2003 2006 2009 second half year 2012 2015 2018 first half year 2021 0 1992 1997 Frankfurt 2002 2007 2012 2017 2022e average 1992-2021 Source: bulwiengesa Source: bulwiengesa 37 38 Hamburg: Office space PRIME OFFICE RENT IN EUR PER M 40 35 30 25 20 15 10 5 0 2002 2008 2005 Hamburg TAKE-UP IN HAMBURG IN M 700,000"
index_300t_chunks:Emerging-Trends_USCanada-2023.pdf-!233,75,Emerging-Trends_USCanada-2023.pdf,1 31 27 25 27 27 25 31 25 31 24 32 25 30 32 24 23 24 25 30 26 29 29 26 22 35 23 34 26 28 31 24 25 30 23 32 27 26 25 27 25 28 26 28 25 32 30 25 24 32 22 35 24 33 31 24 26 25 25 31 28 24 28 27 29 29 28 30 36 29 25 29 28 28 29 29 27 28 25 26 31 26 28 27 27 31 28 29 31 29 33 29 30 31 37 27 29 32 27 29 
